gene_symbol	variants	broad_loci_500kb	axes	axis_count	score_bands	source_sets	single_gene_variant_count	three_dimensional_link_count	crispr_link_count	catalog_distinct_exact_rsid_count	max_n_traits	max_n_families	median_max_score	example_variants
ELF2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	6	0.21131983	rs6819911
EXOSC4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.39817187	rs4977196
EXTL2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	6	0.31614304	rs6682873
FAH	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.20586456	rs7183862
FARSA	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	6	0.22567044	rs1205171
FBXW5	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.3336941	rs6560653
FRMD8	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	21	6	0.29280826	rs580933
FUT7	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.3336941	rs6560653
GCSAM	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.16574907	rs729641
GID4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.2701218	rs1108511
GTF3C6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	6	0.2762611	rs1279596
HOOK2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	6	0.22567044	rs1205171
INSRR	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	6	0.30011907	rs7522395
IRF9	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.21933872	rs1951635
KCNK2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	6	0.27521226	rs17024879
LAMA3	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	6	0.2630888	rs8089140
LCN12	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.3336941	rs6560653
MAST1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	6	0.22567044	rs1205171
MEIKIN	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.12770185	rs247004
MLST8	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	18	6	0.29183432	rs36233
MROH1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.21424608	rs12542868
NBEAL2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
PCDHGA2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.2415571	rs4912608
PCDHGB5	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.2415571	rs4912608
PCDHGB6	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.2415571	rs4912608
PCDHGC5	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.2415571	rs4912608
PCK2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.21933872	rs1951635
PDCD7	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.19132943	rs11071827
PKD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	18	6	0.29183432	rs36233
POLR1B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.23031048	rs10167775
PRAP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	15	6	0.25878397	rs7074435
PYGM	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.4456785	rs680273
RAD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.20165749	rs251636
RELL2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.2415571	rs4912608
RND1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.26789153	rs708242
RUBCN	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	14	6	0.2536565	rs2885470
SCAP	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
SCRN3	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.17124742	rs7593976
SLC30A7	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	6	0.31614304	rs6682873
SLC9A3R2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	18	6	0.29183432	rs36233
SLC9C1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.16574907	rs729641
SMARCC1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
TMA7	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.17250706	rs6776963
TMEM138	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	6	0.18970318	rs896831
TMEM167A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	6	0.2409089	rs301286
TOM1L2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.2701218	rs1108511
TSC2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	18	6	0.29183432	rs36233
TTC39C	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	6	0.2630888	rs8089140
VCPKMT	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	6	0.20371419	rs3100908
VPS36	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	25	6	0.4368399	rs2094354
WIPF1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	6	0.17124742	rs7593976
ZC3H8	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	6	0.23031048	rs10167775
ZFAND6	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	6	0.20586456	rs7183862
ZNF260	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.4349079	rs2967473
ZNF567	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	6	0.4349079	rs2967473
ATM	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.2075518	rs2118309
ATMIN	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.21336487	rs2549860
B3GNT4	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.2698536	rs7953290
BRMS1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	5	0.25179148	rs1190621
C11ORF65	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.2075518	rs2118309
C15ORF65	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.23378216	rs11071182
C16ORF46	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.21336487	rs2549860
C1QTNF1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.27770373	rs4497730
CAPN12	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.25513914	rs10403583
CCDC125	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.2856986	rs3756399
CD2BP2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.30197057	rs4788413
CDIP1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
CENPN	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.21336487	rs2549860
CMC2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.21336487	rs2549860
COPG1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.2594923	rs11719332
CORO6	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.26948318	rs76392408
CORO7	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
CSNK1E	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.2216899	rs1534891
DAXX	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.26680374	rs413722
DCAF15	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.21533835	rs11085876
DDX56	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.30281863	rs2158564
DIABLO	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.2698536	rs7953290
DIS3L	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.34087244	rs8043062
DIXDC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.20181282	rs489417
DMC1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.2216899	rs1534891
DNAJA3	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
EFCAB5	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.26948318	rs76392408
EIF2D	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	5	0.16151658	rs4418597
ENGASE	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.27770373	rs4497730
ERMAP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.22086868	rs4660673
FAM47E	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.21426542	rs2136050
FDXACB1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.20181282	rs489417
FGF8	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.24609134	rs874885
GBA2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20118245	rs10738949
GTPBP8	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.20893683	rs2306857
HMCES	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.33029747	rs9865992
HPS6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.24609134	rs874885
HYPK	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.19473359	rs3844075
KCTD2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.28817633	rs902731
LGALS4	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.25513914	rs10403583
LZIC	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20305653	rs6673580
MAP2K1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.34087244	rs8043062
MAP3K6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.31129894	rs3813790
MFN2	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	5	0.16618136	rs7535555
MGRN1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
MIIP	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	5	0.16618136	rs7535555
MRM2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.23480022	rs6970973
MSLN	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.4742538	rs3765317
MSLNL	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.4742538	rs3765317
MYLPF	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.30197057	rs4788413
MYO15B	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.20538901	rs4238984
NEPRO	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.20893683	rs2306857
NEURL3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.2518864	rs596069
NMNAT1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20305653	rs6673580
NPAT	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.2075518	rs2118309
NPC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.39601558	rs6507686
NPM3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.24609134	rs874885
NUDT1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.23480022	rs6970973
OCLN	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.2856986	rs3756399
PAM16	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
PDF	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.20884864	rs12103226
PDIA3	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.19473359	rs3844075
PDLIM7	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.20047268	rs114422170
PI4K2B	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.24058484	rs313567
PIAS3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.28420863	rs4636400
POLDIP3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	5	0.20751545	rs2413692
POLR3GL	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.28420863	rs4636400
PPP1R16A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.20193586	rs10111332
PSMB5	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.21816213	rs8003201
PSMG4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	16	5	0.2836327	rs4296931
RASSF5	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	10	5	0.16151658	rs4418597
RBBP8	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.39601558	rs6507686
RBP7	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20305653	rs6673580
RNF19B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.23151976	rs4376697
RRP7A	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	5	0.20751545	rs2413692
S100PBP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.23151976	rs4376697
SCARB2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.21426542	rs2136050
SERF2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.19473359	rs3844075
SERHL2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	5	0.20751545	rs2413692
SHROOM3	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.21426542	rs2136050
SLC29A2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.27216986	rs7941602
SLC43A3	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.22030085	rs2584862
SLC9A1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.31129894	rs3813790
SNRNP200	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.2518864	rs596069
SPAAR	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20118245	rs10738949
SPAG8	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20118245	rs10738949
SSH2	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.26948318	rs76392408
STBD1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.21426542	rs2136050
SUDS3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.22067742	rs7977921
SVBP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.22086868	rs4660673
SYNC	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.24974442	rs403352
TBC1D10B	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.30197057	rs4788413
TEC	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.3922607	rs7659164
TGFB3	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.45935357	rs8018962
TMED9	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.20047268	rs114422170
TMEM203	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.26036975	rs13288591
TMEM222	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.31129894	rs3813790
TMEM8B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20118245	rs10738949
TPRN	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	5	0.26036975	rs13288591
TRIM4	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.22891818	rs6967287
TUBB2B	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	16	5	0.2836327	rs4296931
UBE4B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	5	0.20305653	rs6673580
VASN	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.1919092	rs11639998
VPS33A	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.2698536	rs7953290
VPS4A	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	5	0.21344654	rs153047
VSIG10	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	5	0.22067742	rs7977921
YPEL3	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	5	0.30197057	rs4788413
ZBTB22	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.26680374	rs413722
ZBTB8OS	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.24974442	rs403352
ZCCHC4	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.24058484	rs313567
ZKSCAN1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.22891818	rs6967287
ZMIZ2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	5	0.30281863	rs2158564
ZNF155	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.22555488	rs451388
ZNF223	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.22555488	rs451388
ZNF227	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.22555488	rs451388
ZNF284	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	5	0.22555488	rs451388
ZNF3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	5	0.22891818	rs6967287
ZSCAN29	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	0	1	0	1	13	5	0.19473359	rs3844075
ABHD12	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.22639383	rs2263205
ADAMTS13	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	4	0.22487718	rs3118665
ATP10D	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	4	0.29628766	rs1440227
ATP6V1E2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.20262714	rs896213
ATP7B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.20012061	rs2031993
C11ORF52	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.23413588	rs10891304
CABYR	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	0	1	0	1	11	4	0.1398399	rs9304446
CACFD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	4	0.22487718	rs3118665
CANX	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.25589523	rs4701197
CCDC88A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.20252559	rs7579539
CDH23	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.292292	rs10740378
CFAP97	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.32509223	rs2692593
CHEK1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.20307174	rs2702023
CILP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.22311312	rs556177
CLHC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.20252559	rs7579539
CNGA1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	4	0.26218316	rs2289433
CNNM2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	4	0.24321872	rs7897947
CNOT8	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	4	0.3439029	rs2161128
CNP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.23043399	rs4378665
COQ5	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.21005246	rs12857
CORIN	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	4	0.29628766	rs1440227
CXCL17	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	4	0.20768347	rs10422283
CYB5D1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.22976127	rs2111437
CYTH2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	8	4	0.20350038	rs1643489
DLAT	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.23413588	rs10891304
DNAJC7	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.23043399	rs4378665
DNALI1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.21339448	rs215208
DSN1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.30358148	rs2425269
DTD1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	15	4	0.19289179	rs2247757
DTWD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.23128498	rs577614
DZANK1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	0	1	0	1	15	4	0.19289179	rs2247757
EDF1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.2117397	rs2811795
ELK4	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.20143165	rs7539751
ENO2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.2413952	rs7966756
ENO4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	7	4	0.21238507	rs7901788
ENTPD6	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	6	4	0.22639383	rs2263205
FAM102A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	5	4	0.20043547	rs7028190
FAM167A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	9	4	0.27014324	rs2618479
FAM171B	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	4	0.3595456	rs1451874
